"Participant","RT","ISI","Response_Type","Trial_Score","Total_Score","Threshold","Valid_Trial","Valid_Trial_Count","Stimulus_Size","Stimulus_X","Stimulus_Y","Stimulus_Orientation"
"S120",0.288764420263672,2.42433547973633,"fast",175,2076,0.359043424661255,TRUE,19,0.59792572259903,518.884033203125,-98.1579284667969,-0.955659568309784
"S120",0.303607749230957,2.16079235076904,"fast",172,2248,0.357051560592651,TRUE,20,0.31456983089447,844.084289550781,-109.869911193848,-0.273522913455963
"S120",0.348026397705078,1.11747360229492,"fast",164,2412,0.355059696524048,TRUE,21,0.41346538066864,692.935546875,-157.377182006836,0.689947962760925
"S120",0.308796976470947,1.82210302352905,"fast",171,2583,0.351728922979736,TRUE,22,0.54133939743042,-443.972595214844,-81.5817260742188,-0.0458162128925323
"S120",0.311516218240357,3.79868388175964,"fast",170,170,0.348398149435425,TRUE,23,0.692417681217194,615.306823730469,-41.7199974060059,-0.70247608423233
"S120",0.358721854782104,3.2238781452179,"slow",0,170,0.348212273570252,TRUE,24,0.602747917175293,368.846710205078,-141.949234008789,0.0980343222618103
"S120",0.276455960083008,2.77334403991699,"fast",176,346,0.348398149435425,TRUE,25,0.545371651649475,-666.816589355469,-326.635284423828,0.996000707149506
"S120",0.360726068551636,3.10497403144836,"slow",0,346,0.348212273570252,TRUE,26,0.464432597160339,-303.933013916016,85.2304458618164,-0.999883651733398
"S120",0.372245376641845,3.77595472335815,"slow",0,346,0.348398149435425,TRUE,27,0.570027351379395,384.485382080078,-328.940887451172,-0.932790219783783
"S120",0.363821200888061,2.50307869911194,"slow",0,346,0.351728922979736,TRUE,28,0.682606995105743,372.391632080078,-140.369201660156,-0.747496902942657
"S120",0.270955123846436,2.52634477615356,"fast",178,524,0.355059696524048,TRUE,29,0.669004023075104,456.244171142578,-207.402053833008,0.631027698516846
"S120",0.391217624664307,2.30828237533569,"slow",0,524,0.351728922979736,TRUE,30,0.352839529514313,754.273315429688,-217.973876953125,0.827805995941162
"S120",0.321476438522339,3.74402356147766,"fast",169,693,0.355059696524048,TRUE,31,0.48130190372467,-752.328796386719,-384.408111572266,0.128345906734467
"S120",0.386525690405273,1.97817420959473,"slow",0,693,0.351728922979736,TRUE,32,0.327373683452606,-730.272155761719,-22.1444702148438,-0.520622491836548
"S120",0.35035962638855,2.20024037361145,"fast",164,857,0.355059696524048,TRUE,33,0.683742940425873,647.126953125,-167.705032348633,0.931221187114716
"S120",0.291790322930908,3.02300977706909,"fast",174,1031,0.352709661456299,TRUE,34,0.666594207286835,687.918884277344,-80.2486343383789,0.98120528459549
"S120",0.307489414215088,1.52501058578491,"fast",171,1202,0.35035962638855,TRUE,35,0.431648463010788,658.837951660156,-45.6279373168945,0.0762667804956436
"S120",0.3137321849823,1.9683678150177,"fast",170,1372,0.349378887911987,TRUE,36,0.418030709028244,413.328674316406,-368.05419921875,-0.753265202045441
"S120",0.281895570428467,3.88290452957153,"fast",175,1547,0.348398149435425,TRUE,37,0.678581655025482,706.085327148438,-197.80598449707,-0.197212725877762
"S120",0.342083216993713,1.72411668300629,"fast",164,1711,0.348212273570252,TRUE,38,0.560181021690369,-725.830444335938,-280.695556640625,0.997087478637695
"S120",0.311810498428345,3.10338950157166,"fast",170,1881,0.348026397705078,TRUE,39,0.583171308040619,-588.255798339844,3.85586547851562,0.136995315551758
"S120",0.319127626745606,2.07857227325439,"fast",168,2049,0.345614161109924,TRUE,40,0.535787045955658,-363.564117431641,-12.9408149719238,-0.998949944972992
"S120",0.401004516601562,3.59849548339844,"slow",0,2049,0.34320192451477,TRUE,41,0.664954006671906,-689.84228515625,-236.894897460938,-0.145634457468987
"S120",0.100462822286987,3.58123707771301,"fast",200,2249,0.345614161109924,TRUE,42,0.537809133529663,456.319000244141,-56.3393898010254,0.901636600494385
"S120",0.385218852996826,3.24628114700317,"slow",0,2249,0.34320192451477,TRUE,43,0.494826138019562,479.941833496094,-102.742965698242,-0.651118397712708
"S120",0.330035383605956,3.83486461639404,"fast",166,2415,0.345614161109924,TRUE,44,0.67899876832962,-559.283630371094,-287.834686279297,-0.997714996337891
"S120",0.347899481201172,1.81850051879883,"slow",0,2415,0.34320192451477,TRUE,45,0.485185086727142,-627.834838867188,-332.738250732422,-0.99332058429718
"S120",0.343434436743164,3.92186546325684,"fast",164,2579,0.345550702857971,TRUE,46,0.370902985334396,465.68212890625,55.4020538330078,0.696238279342651
"S120",0.379316822488403,2.2497832775116,"slow",0,2579,0.343434436743164,TRUE,47,0.494718730449677,-611.508056640625,-368.227722167969,-0.561014235019684
"S120",0.381127084350586,2.14997291564941,"slow",0,2579,0.345666958972168,TRUE,48,0.532031416893005,534.333068847656,-92.1507415771484,-0.997408330440521
"S120",-1.82382499084473,1.95522499084473,"early",-100,2479,0.347899481201172,FALSE,48,0,0,0,0
"S120",0.331245755004883,3.93255424499512,"fast",166,2645,0.347899481201172,TRUE,49,0.519564867019653,-799.595642089844,-368.654144287109,0.596588790416718
"S120",0.514450068228149,3.45264983177185,"slow",0,2645,0.345666958972168,TRUE,50,0.436808943748474,-473.958648681641,-346.561584472656,0.966492652893066
"S120",0.340927445983887,3.88917255401611,"fast",165,2810,0.347899481201172,TRUE,51,0.639901399612427,554.093200683594,-97.7549209594727,-0.501902878284454
"S120",0.376349838256836,2.86915016174316,"slow",0,2810,0.345666958972168,TRUE,52,0.511226058006287,766.178466796875,-109.017219543457,-0.991155505180359
"S120",0.490067975752258,1.27503192424774,"slow",0,2810,0.347899481201172,TRUE,53,0.550768256187439,-416.695373535156,-372.148284912109,0.424609899520874
"S120",0.570876593153381,1.61102330684662,"slow",0,2810,0.347962939453125,TRUE,54,0.347979724407196,658.082092285156,-370.864227294922,-0.0370967090129852
"S120",0.320580911636352,3.19191908836365,"fast",168,2978,0.348026397705078,TRUE,55,0.495778799057007,-494.608032226562,-337.724609375,-0.968695878982544
"S120",0.287924903488159,3.11067509651184,"fast",174,3152,0.347962939453125,TRUE,56,0.697582185268402,-625.997680664062,-128.878952026367,0.964215755462646
"S120",0.331146810205078,3.40165328979492,"fast",166,3318,0.347899481201172,TRUE,57,0.319680392742157,-430.804534912109,-155.925048828125,0.723859250545502
"S120",0.697055143356323,1.98444485664368,"missed",0,0,0.345666958972168,FALSE,57,0.325001120567322,-493.415191650391,-266.199829101562,0.128346085548401
"S120",-1.48720840492249,1.50180840492249,"early",-100,0,0.347899481201172,FALSE,57,0,0,0,0
"S120",0.348314788436889,3.13428521156311,"slow",0,0,0.347899481201172,TRUE,58,0.440756916999817,587.000915527344,-108.852210998535,0.985169410705566
"S120",0.333853593881225,2.44984650611877,"fast",166,166,0.347962939453125,TRUE,59,0.579607427120209,624.3173828125,-182.646438598633,-0.822937726974487
"S120",0.369705601501465,2.12859439849854,"slow",0,166,0.347899481201172,TRUE,60,0.480720341205597,667.603942871094,-119.010864257812,-0.424516260623932
"S120",0.330288936669922,3.00191116333008,"fast",166,332,0.347962939453125,TRUE,61,0.40805184841156,551.616027832031,-379.552368164062,0.827864170074463
"S120",0.37674739074707,1.05775260925293,"slow",0,332,0.347899481201172,TRUE,62,0.337102115154266,839.789916992188,3.52603149414062,-0.128448456525803
"S120",0.357747170965576,2.63965272903442,"slow",0,332,0.347962939453125,TRUE,63,0.57768702507019,546.977661132812,11.3308334350586,-0.975840389728546
"S120",0.359003970391846,3.09089612960815,"slow",0,332,0.348026397705078,TRUE,64,0.355059564113617,441.74462890625,-115.636100769043,0.667572021484375
"S120",0.325177144949341,3.50712275505066,"fast",167,499,0.348170593070984,TRUE,65,0.651676833629608,680.901489257812,-201.916458129883,0.999978005886078
"S120",0.442167513220215,1.79003238677979,"slow",0,499,0.348026397705078,TRUE,66,0.635985314846039,-657.574768066406,13.4859819412231,-0.797372758388519
"S120",0.348872346496582,2.00072765350342,"slow",0,499,0.348170593070984,TRUE,67,0.502643883228302,-672.644470214844,-212.287292480469,-0.938973963260651
"S120",0.341062997817993,3.45793700218201,"fast",165,664,0.348314788436889,TRUE,68,0.566545844078064,534.9150390625,-315.115509033203,-0.448072105646133
"S120",0.381363902664185,1.88423609733582,"slow",0,664,0.348170593070984,TRUE,69,0.697405755519867,-588.538879394531,-323.886596679688,0.989974319934845
"S120",0.352151056289673,2.78134894371033,"slow",0,664,0.348314788436889,TRUE,70,0.660442769527435,507.331451416016,-201.113616943359,-0.137097761034966
"S120",0.408028306906128,1.28927159309387,"slow",0,664,0.348356468936157,TRUE,71,0.510535001754761,-488.960601806641,-276.894775390625,-0.184295445680618
"S120",0.430735790879822,1.66706430912018,"slow",0,664,0.348398149435425,TRUE,72,0.563560366630554,656.275390625,-172.469299316406,0.999600291252136
"S120",0.359105802536011,3.35439419746399,"slow",0,664,0.348635247966003,TRUE,73,0.446306705474854,-517.151794433594,-300.177764892578,0.983634650707245
"S120",0.299314191873169,3.33388590812683,"fast",172,836,0.348872346496582,TRUE,74,0.58382910490036,-675.041381835938,-119.955390930176,0.448072075843811
"S120",0.301883154351807,3.12871694564819,"fast",172,1008,0.348635247966003,TRUE,75,0.536566734313965,638.475341796875,28.9940376281738,-0.674043834209442
"S120",0.399084574317932,1.70001542568207,"slow",0,1008,0.348398149435425,TRUE,76,0.669330298900604,501.271057128906,-44.9801445007324,-0.890053331851959
"S120",0.320432334518432,2.12766766548157,"fast",168,1176,0.348635247966003,TRUE,77,0.463356614112854,577.306335449219,115.029327392578,-0.368450075387955
"S120",0.324877332687378,3.32412266731262,"fast",168,1344,0.348398149435425,TRUE,78,0.390920877456665,-588.989440917969,-30.7845153808594,0.282005608081818
"S120",0.369876815795898,1.2446231842041,"slow",0,1344,0.348356468936157,TRUE,79,0.411812394857407,798.59619140625,24.3330612182617,0.940407276153564
"S120",0.351350554711914,2.94804954528809,"slow",0,1344,0.348398149435425,TRUE,80,0.421043127775192,520.706604003906,117.364761352539,-0.542880356311798
